"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","TC0100006486.hg.1","AGRN","375790","agrin",-0.439746117174674,7.55398110485356,-1.11992675417105,0.275442766634884,0.999594143539502,-5.69560406943425
"2","TC0100006683.hg.1","HES3","390992","hes family bHLH transcription factor 3",-0.221614852895362,5.56327776218568,-0.537020251560652,0.596921559463196,0.999594143539502,-6.16741267616801
"3","TC0100006725.hg.1","PER3","8863","period circadian regulator 3",-0.0686982188785112,6.92488269194594,-0.259043550353056,0.798134390940805,0.999594143539502,-6.2786358354873
"4","TC0100006729.hg.1","PARK7","11315","Parkinsonism associated deglycase",0.0291516795653806,10.0095415300691,0.0792401954925941,0.937594931454116,0.999594143539502,-6.30941967795199
"5","TC0100006773.hg.1","SPSB1","80176","splA/ryanodine receptor domain and SOCS box containing 1",0.227390617360417,8.75438891972164,0.713847976899642,0.483212875179826,0.999594143539502,-6.05743087958699
"6","TC0100006787.hg.1","PIK3CD","5293","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",0.0930934092113871,7.24356456086624,0.260445480571341,0.797067425125781,0.999594143539502,-6.27826780124345
"7","TC0100006818.hg.1","PGD","5226","phosphogluconate dehydrogenase",-0.0349209841729827,8.75140584918499,-0.124630872154918,0.902006018545805,0.999594143539502,-6.30473027034894
"8","TC0100006865.hg.1","AGTRAP","57085","angiotensin II receptor associated protein",0.507646913972461,7.44542683283877,1.80242289788319,0.085911423784237,0.878079232055226,-4.78521019660068
"9","TC0100006931.hg.1","PDPN","10630","podoplanin",0.364418176677381,7.81082235106982,1.02224632530168,0.318344864343336,0.999594143539502,-5.79599290200345
"10","TC0100006954.hg.1","KAZN","23254","kazrin, periplakin interacting protein",-0.541510574091968,7.67414574371428,-1.78652521064284,0.0885213439643883,0.885213439643883,-4.81015509791595
"11","TC0100006977.hg.1","TMEM51","55092","transmembrane protein 51",0.155658471851431,7.21997767918669,0.669458686868464,0.510527211906112,0.999594143539502,-6.08784486909111
