"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","TC0100006486.hg.1","AGRN","375790","agrin",0.0442064639857565,7.55398110485356,0.112583146937219,0.911434742139377,0.999862064322333,-6.12211826186392
"2","TC0100006683.hg.1","HES3","390992","hes family bHLH transcription factor 3",0.194457091262682,5.56327776218568,0.471211178778457,0.642368406764715,0.999862064322333,-6.01814886761584
"3","TC0100006725.hg.1","PER3","8863","period circadian regulator 3",0.036714260846809,6.92488269194594,0.13844016094747,0.89121697237508,0.999862064322333,-6.11887868696406
"4","TC0100006729.hg.1","PARK7","11315","Parkinsonism associated deglycase",-0.0056914676869404,10.0095415300691,-0.0154705670094056,0.987803411361784,0.999862064322333,-6.12832793665367
"5","TC0100006773.hg.1","SPSB1","80176","splA/ryanodine receptor domain and SOCS box containing 1",-0.348466587395591,8.75438891972164,-1.09394209539961,0.286421159773172,0.999862064322333,-5.54792654277077
"6","TC0100006787.hg.1","PIK3CD","5293","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",-0.255737869820473,7.24356456086624,-0.715472480489382,0.482229637657009,0.999862064322333,-5.87597211315425
"7","TC0100006818.hg.1","PGD","5226","phosphogluconate dehydrogenase",-0.29778812734931,8.75140584918499,-1.06278774518727,0.299997389934302,0.999862064322333,-5.5796387290681
"8","TC0100006865.hg.1","AGTRAP","57085","angiotensin II receptor associated protein",0.0160803994715124,7.44542683283877,0.0570941719861122,0.955012183697502,0.999862064322333,-6.12681935508106
"9","TC0100006931.hg.1","PDPN","10630","podoplanin",-0.151213051028082,7.81082235106982,-0.424174741118795,0.67576990892675,0.999862064322333,-6.0389764141066
"10","TC0100006954.hg.1","KAZN","23254","kazrin, periplakin interacting protein",-0.0358749540352648,7.67414574371428,-0.118356894363744,0.906914364872253,0.999862064322333,-6.12145266903934
"11","TC0100006977.hg.1","TMEM51","55092","transmembrane protein 51",0.360484812514319,7.21997767918669,1.55037940660371,0.136052609483943,0.999862064322333,-4.99490183496794
"12","TC0100006999.hg.1","FBLIM1","54751","filamin binding LIM protein 1",-0.146596690899088,7.2600829680634,-0.307095233698615,0.76180798209159,0.999862064322333,-6.0814510788353
"13","TC0100007184.hg.1","OTUD3","23252","OTU deubiquitinase 3",0.215879481028042,5.0623864816418,0.659229162939871,0.516942680729206,0.999862064322333,-5.91369853543891
"14","TC0100007206.hg.1","CDA","978","cytidine deaminase",-0.903722002999278,7.08267452938526,-2.57466075568343,0.017703299587558,0.565284669588921,-3.27229849353747
"15","TC0100007240.hg.1","NBPF3","84224","NBPF member 3",0.0763479509578797,8.55737775562176,0.301179104291643,0.766252117886115,0.999862064322333,-6.08324033411471
"16","TC0100007268.hg.1","CDC42","998","cell division cycle 42",-0.331429424086334,10.0115494452557,-0.601424354717257,0.554021609486943,0.999862064322333,-5.94938685689712
"17","TC0100007326.hg.1","RPL11","6135","ribosomal protein L11",-0.14398242031363,10.8077681591099,-0.3862060021031,0.703245336108934,0.999862064322333,-6.05422024500553
"18","TC0100007344.hg.1","PNRC2","55629","proline rich nuclear receptor coactivator 2",0.130254940649321,8.9905333165878,0.356106538294653,0.72532810366958,0.999862064322333,-6.06530427169632
"19","TC0100007370.hg.1","RCAN3","11123","RCAN family member 3",-0.0776030579601681,5.96109926403574,-0.296066517956023,0.770099306352066,0.999862064322333,-6.08475878506244
"20","TC0100007378.hg.1","CLIC4","25932","chloride intracellular channel 4",-0.210498185209104,10.5210587662026,-0.87506764678888,0.391476759212648,0.999862064322333,-5.75310776902813
"21","TC0100007398.hg.1","TMEM50A","23585","transmembrane protein 50A",-0.175661410574016,10.9962314992098,-0.35663411898136,0.724938852244555,0.999862064322333,-6.06511762957318
"22","TC0100007403.hg.1","MACO1","55219","macoilin 1",-0.0924441075084399,7.84360909206925,-0.270919217517761,0.789109197420489,0.999862064322333,-6.09185224395224
"23","TC0100007406.hg.1","LDLRAP1","26119","low density lipoprotein receptor adaptor protein 1",-0.345270379861136,7.21739859759641,-0.999078555404232,0.329177257897427,0.999862064322333,-5.64193019495259
"24","TC0100007412.hg.1","MAN1C1","57134","mannosidase alpha class 1C member 1",0.563188164837743,4.89518692582625,1.93132215593538,0.0671093374672147,0.953275175992071,-4.42088743366624
"25","TC0100007449.hg.1","SH3BGRL3","83442","SH3 domain binding glutamate rich protein like 3",-0.126099201954213,10.775993739495,-0.459642450668808,0.650515437461913,0.999862064322333,-6.02347023046016
"26","TC0100007463.hg.1","HMGN2","3151","high mobility group nucleosomal binding domain 2",0.0653869217234799,9.42312069314428,0.169804730569844,0.866795611095161,0.999862064322333,-6.11405526347905
"27","TC0100007493.hg.1","TRNP1","388610","TMF1 regulated nuclear protein 1",0.0741806201739355,6.88172583038334,0.16743349903284,0.868637482495523,0.999862064322333,-6.11445413650793
"28","TC0100007512.hg.1","GPR3","2827","G protein-coupled receptor 3",-0.103968978564836,5.97637591101662,-0.265219205272469,0.793437353782793,0.999862064322333,-6.09337326336818
"29","TC0100007562.hg.1","TRNAU1AP","54952","tRNA selenocysteine 1 associated protein 1",0.0291671041914432,4.96500292749244,0.0963514421784178,0.924158840316281,0.999862064322333,-6.12381134157439
"30","TC0100007574.hg.1","EPB41","2035","erythrocyte membrane protein band 4.1",0.287860537867342,3.70775945013166,0.953409103696219,0.351273840046899,0.999862064322333,-5.68443815326219
